x,u
0.449820018130489,0.960813728047156
0.111558666165126,-0.792060427163188
0.177481817074897,1.55790030989901
0.160302041786089,-1.58212669123054
0.113363696376882,0.848134599878051
0.413011785502591,-1.03410194755126
0.146069541580222,0.0785621789733289
0.529365102881988,0.794163799129254
0.554677846013703,-0.754457910223063
0.135851671984182,-0.283919173238796
0.324741673892164,1.2250677746891
0.121304457993505,-1.17353066038854
0.145296115406881,1.41124028592646
0.214953091287331,-1.50670552595128
0.118498848773376,0.543035519555602
0.604302974635573,0.657258623722544
0.479039396363755,-0.90640390320304
0.141678966301967,-0.0971316340769885
0.407737171410072,1.04846070478398
0.110595643704682,-0.944336049506981
0.154607513578774,1.55563285335649
0.17992003210849,-1.62104854760656
0.109749918612072,0.67440159205792
0.574758226558894,0.735283627291179
0.451825676804517,-0.991341255835707
0.128508027263799,-0.212204745096478
0.316569042013001,1.26405923098243
0.116191954278105,-1.26896787954087
0.132727646282764,1.45005735474706
0.22720878885897,-1.52373985748985
0.114672573942033,0.409276601147026
0.455241486717766,1.00829804332388
0.497780911492168,-0.926277745184764
0.105825242480475,-0.689922284860104
0.178737227077402,1.61196092739078
0.151314621926554,-1.61875866253184
0.106768346147567,0.909243845895517
0.414359355340008,-1.05617551680069
0.135489381771972,-0.0411463720491553
0.400084798070164,1.0780134541899
0.107246887036865,-0.992998787474601
0.144782294712423,1.58383005261143
0.189226353274032,-1.6078468313085
0.106477153253036,0.556947706978745
0.459208949794657,1.01564848514405
0.466273613602432,-1.00464008581492
0.104172406971291,-0.659617738396217
0.180313123891195,1.60338843358539
0.146967431398764,-1.6737151555195
0.105404417349906,0.876862941104488
0.416601193751384,-1.05863946502521
0.131713339203327,-0.0812020705652544
0.36518020164499,1.15880559773443
0.108266569858474,-1.14239702317985
0.136297991578167,1.51907756296149
0.205311665478805,-1.60345809836583
0.107846627734913,0.41992618819678
0.418097357353489,1.11041522843314
0.518831756401893,-0.888350512636951
0.0953343695659661,-0.920890925911817
0.138372545234704,1.68692063307825
0.175011136241923,-1.74021547669902
0.0957118049480741,0.503502757534563
0.351545321999175,1.30953238815331
