x,u
0.449820018130489,0.960813728047156
0.111558666165126,-0.792060427163188
0.177481817074897,1.55790030989901
0.160302041786089,-1.58212669123054
0.113363696376882,0.848134599878051
0.413011785502591,-1.03410194755126
0.146069541580222,0.0785621789733289
0.529365102881988,0.794163799129254
0.554677846013703,-0.754457910223063
0.135851671984182,-0.283919173238796
0.324741673892164,1.2250677746891
0.121304457993505,-1.17353066038854
0.145296115406881,1.41124028592646
0.214953091287331,-1.50670552595128
0.118498848773376,0.543035519555602
0.604302974635573,0.657258623722544
0.479039396363755,-0.90640390320304
0.141678966301967,-0.0971316340769885
0.407737171410072,1.04846070478398
0.110595643704682,-0.944336049506981
0.154607513578774,1.55563285335649
0.17992003210849,-1.62104854760656
0.109749918612072,0.67440159205792
0.574758226558894,0.735283627291179
0.451825676804517,-0.991341255835707
0.128508027263799,-0.212204745096478
0.316569042013001,1.26405923098243
0.116191954278105,-1.26896787954087
0.132727646282764,1.45005735474706
0.22720878885897,-1.52373985748985
0.114672573942033,0.409276601147026
0.455241486717766,1.00829804332388
0.497780911492168,-0.926277745184764
0.105825242480475,-0.689922284860104
0.178737227077402,1.61196092739078
0.151314621926554,-1.61875866253184
0.106768346147567,0.909243845895517
0.414359355340008,-1.05617551680069
0.135489381771972,-0.0411463720491553
0.400084798070164,1.0780134541899
0.106407959152744,-1.04453945010807
0.145391369733776,1.57049910992397
0.18790129176619,-1.62445277756784
0.106574505015286,0.545872076972398
0.460551335003622,1.01173072504332
0.4642223021459,-1.01057532776676
0.104200527255849,-0.656817914198669
0.178821743945524,1.62408375611967
0.148929279499236,-1.63425165555703
0.105480016411969,0.871318894680224
0.418734522344505,-1.05166684144922
0.131699009943378,-0.0881527699148428
0.366496603608381,1.1535263634517
0.108456377072796,-1.13222355772371
0.135935907145925,1.52838365665596
0.20642217760212,-1.59173592095647
0.107763383863332,0.431897590617115
0.41954858824639,1.10569378648367
0.517090083285,-0.893039022653068
0.0951032511535205,-0.940259285445628
0.137884399738412,1.69794874823288
0.176994771464399,-1.71320614261106
0.095891772653756,0.475213810359703
0.35098543369657,1.31184947407348
0.082201791358066,-1.40122657146967
